var_1,var_2
a,e
m,g
h,i
g,k
n,j
h,k
k,o
i,o
a,c
g,n
d,j
n,n
o,j
c,l
n,b
f,a
c,o
l,j
h,e
i,o
g,a
o,m
o,n
a,c
m,c
b,g
f,g
n,b
k,h
k,n
b,g
h,n
n,a
o,k
e,a
o,i
g,k
h,j
d,k
e,m
j,h
e,d
o,o
b,d
c,h
g,l
f,d
l,f
h,b
f,l
d,f
l,j
c,o
d,o
n,i
b,c
l,k
c,l
c,l
j,l
b,k
l,k
o,a
n,e
c,h
c,c
k,i
h,f
k,m
i,k
n,h
i,f
i,a
j,n
d,b
o,f
b,i
k,l
n,n
a,i
a,l
a,h
h,k
k,b
m,c
o,g
j,m
f,e
h,m
l,k
g,b
h,h
k,d
g,e
i,k
c,n
i,d
k,m
n,c
c,f
h,m
o,g
o,e
h,l
n,c
m,e
k,c
a,l
n,o
a,g
a,f
i,g
a,j
k,l
e,h
b,j
c,d
j,l
a,i
b,o
f,h
f,b
n,g
f,h
o,i
d,g
o,c
k,d
g,n
m,g
d,k
m,m
c,l
i,h
g,a
i,n
f,f
h,j
j,d
m,g
c,a
d,a
i,m
e,l
e,h
i,h
a,m
k,c
e,b
d,i
f,g
e,k
l,e
d,l
c,o
m,k
m,d
d,i
f,g
c,m
n,d
i,n
g,k
d,k
j,i
j,c
l,h
f,o
l,o
m,k
e,l
o,o
d,d
f,d
c,a
j,j
m,l
g,b
k,c
l,e
k,m
f,m
h,g
f,d
k,a
j,i
j,o
b,k
g,g
e,g
h,b
j,e
m,l
i,c
a,g
o,l
m,l
b,j
c,n
h,n
a,f
f,j
l,j
l,h
d,m
j,f
c,k
k,o
k,i
c,k
g,m
h,d
n,b
b,i
g,k
h,i
n,j
m,j
l,h
d,k
d,o
c,c
e,g
b,m
i,o
d,i
d,m
m,c
l,h
a,b
l,d
l,g
g,f
g,g
o,g
n,j
k,l
g,m
d,e
m,b
n,d
j,h
m,o
c,j
o,l
h,c
c,c
c,k
c,k
j,d
g,g
d,c
b,j
h,j
f,i
g,i
n,i
h,g
h,e
a,c
d,h
e,h
e,c
n,g
h,k
k,a
j,g
l,g
d,g
j,c
f,f
c,o
d,n
i,l
b,k
j,m
f,n
c,f
h,j
h,j
g,c
c,b
h,l
i,a
f,n
h,m
l,a
l,l
m,i
e,h
i,l
b,j
a,m
a,g
c,b
c,d
d,a
g,d
i,h
d,l
k,m
e,j
l,h
i,l
g,c
m,a
f,d
a,d
f,h
f,f
e,h
c,l
g,k
c,j
c,m
i,k
d,e
o,h
f,h
c,f
m,n
o,f
h,c
k,l
j,i
d,d
f,k
j,d
e,m
o,m
l,j
o,a
m,o
k,e
f,n
m,c
m,l
f,l
j,a
a,i
m,n
d,k
h,j
j,g
c,g
c,n
i,m
d,b
k,b
m,g
e,n
d,k
j,g
d,b
a,a
j,k
d,j
i,d
m,f
e,a
b,i
j,b
j,n
d,h
f,a
i,f
a,d
f,i
l,l
j,j
n,e
f,d
k,n
o,a
e,l
c,c
b,j
c,l
h,e
k,g
c,l
c,m
f,b
g,d
m,l
n,f
k,j
d,n
d,a
c,l
m,c
j,l
o,f
j,b
l,b
m,o
h,o
b,h
e,c
f,k
j,b
c,e
l,b
k,n
o,k
j,d
l,a
i,h
m,h
h,k
c,d
e,m
m,m
g,j
o,k
g,b
m,n
g,f
a,i
j,f
g,j
g,j
k,d
m,a
c,f
e,d
g,c
b,k
f,g
d,i
l,l
l,l
f,n
j,i
h,e
f,e
l,h
e,m
h,o
m,f
g,i
c,a
i,a
a,c
a,c
f,i
o,i
j,d
g,j
c,j
l,m
k,a
a,n
l,k
e,i
l,o
e,k
n,e
k,o
i,a
k,e
m,b
m,f
i,f
k,l
e,m
d,b
o,m
d,h
i,n
l,f
i,k
e,h
e,g
i,o
c,l
c,n
i,e
h,a
m,g
h,h
g,k
j,m
e,d
c,i
m,b
e,b
b,m
e,d
b,m
a,a
d,k
a,f
f,d
o,b
c,m
l,a
c,a
f,h
d,n
c,m
c,o
m,a
e,e
k,k
c,i
o,h
g,d
g,n
l,m
k,e
j,a
g,j
h,i
j,a
d,b
k,e
j,n
e,n
c,c
d,f
c,d
j,d
i,o
i,l
b,j
b,b
j,i
d,c
l,b
k,k
h,a
o,d
n,d
j,o
a,l
o,a
m,a
a,i
d,k
m,l
g,a
l,c
m,d
e,a
i,n
l,a
a,a
i,g
l,j
a,i
j,j
h,g
e,l
o,c
k,c
o,a
f,c
a,m
h,d
l,h
j,b
l,l
d,e
c,i
d,h
g,o
f,l
a,n
j,b
i,n
a,j
g,f
m,h
g,i
g,d
a,e
o,e
l,e
k,l
j,o
d,h
e,n
e,n
l,h
a,g
d,n
i,f
h,h
j,n
i,j
o,n
i,l
j,b
b,f
c,a
e,e
k,l
i,g
m,n
d,m
d,f
f,l
m,c
m,e
j,n
m,a
c,a
j,c
g,e
g,m
a,a
j,o
f,o
e,a
c,n
o,d
c,n
k,o
f,m
f,n
f,a
g,b
c,j
h,n
b,b
c,a
k,f
d,h
m,b
j,g
f,f
m,i
c,k
h,d
j,n
k,i
f,j
k,f
i,h
d,e
h,e
m,a
m,d
g,j
j,k
b,e
e,c
e,i
m,o
h,n
b,o
n,m
n,b
i,j
o,o
a,j
c,m
h,e
f,f
b,i
i,i
e,i
a,m
a,i
i,j
i,f
c,g
n,h
j,m
j,b
h,h
n,e
c,a
m,i
m,k
h,m
o,j
m,a
e,d
d,g
i,g
n,n
n,g
c,f
a,e
e,o
o,d
d,j
g,h
k,g
c,o
c,e
n,c
e,m
i,c
e,l
j,o
f,b
f,f
k,a
k,g
j,a
m,e
m,h
g,i
b,f
e,o
b,g
m,b
g,f
g,h
j,b
o,d
g,k
h,l
l,b
j,n
f,o
o,c
e,h
o,g
m,b
m,l
e,c
h,e
e,g
j,f
i,h
n,m
d,h
h,l
m,g
l,g
c,b
b,e
l,e
o,n
n,m
h,h
k,j
h,e
c,d
j,g
c,o
f,c
b,k
c,j
k,o
k,i
f,k
k,a
i,j
f,j
k,o
j,j
l,a
o,n
f,h
g,k
c,k
l,i
f,m
h,h
m,i
n,k
b,j
k,a
c,h
m,n
d,g
f,h
b,m
l,a
l,f
h,d
m,b
i,o
o,h
m,j
c,i
f,g
b,l
h,f
h,m
k,c
i,k
g,b
j,c
e,l
i,b
b,m
d,h
i,l
e,h
g,j
d,g
n,b
a,o
m,o
k,e
j,e
n,h
d,f
c,l
b,o
k,e
j,o
b,i
d,f
b,f
b,g
j,e
a,e
d,g
k,j
i,m
d,o
m,o
a,a
n,a
l,j
g,h
b,h
h,j
m,i
f,b
n,m
a,d
h,i
n,a
f,d
n,a
b,e
o,l
b,k
f,h
n,b
j,j
c,n
i,i
a,c
f,c
m,o
d,b
b,g
o,n
h,i
f,i
c,d
l,g
d,i
k,k
o,a
b,n
g,e
j,n
g,n
n,l
e,j
j,b
m,l
l,h
a,f
f,d
a,c
o,o
d,a
j,h
d,g
k,k
f,g
h,j
d,a
n,f
m,e
n,k
e,d
j,d
l,c
j,n
o,j
h,d
l,f
h,l
c,n
o,h
k,j
i,f
m,d
m,e
d,f
k,n
h,n
i,f
n,d
f,a
h,g
l,a
n,j
j,f
c,d
m,o
f,d
h,n
c,l
c,e
d,h
b,h
h,i
l,i
l,f
a,m
c,h
b,n
e,j
m,d
g,c
c,i
a,k
h,d
o,o
h,j
c,b
o,b
o,i
b,i
h,l
m,i
o,m
c,n
c,m
n,d
i,h
d,m
b,n
f,b
o,b
c,j
h,j
k,f
a,l
m,f
d,a
n,f
j,j
g,a
c,i
n,k
m,c
e,a
o,e
b,b
a,e
l,j
l,e
l,l
l,o
a,a
a,l
m,n
j,d
f,o
o,g
d,m
n,e
g,c
l,i
g,f
m,j
k,h
o,g
g,f
h,h
c,d
e,f
i,d
m,f
c,n
l,a
e,b
g,d
b,h
l,f
h,l
e,b
g,n
j,a
b,e
k,d
n,j
d,k
n,j
i,n
j,f
d,l
m,n
a,m
d,e
j,f
n,a
f,a
o,o
d,m
a,d
b,g
d,e
h,n
b,d
o,d
d,f
e,m
h,j
c,o
o,j
c,i
f,d
g,g
c,n
o,h
b,j
m,g
b,m
a,o
j,a
i,h
j,o
n,j
n,b
n,h
o,k
d,i
f,b
h,b
g,k
l,m
m,n
h,h
n,c
f,e
a,b
g,m
f,a
a,d
g,k
g,i
h,b
k,k
b,l
n,f
f,n
c,a
g,d
l,e
c,g
l,n
j,d
a,i
j,l
f,h
m,o
k,k
b,h
a,d
g,j
o,i
o,a
i,m
g,a
h,o
k,h
a,g
b,m
d,g
h,b
e,n
a,h
g,d
e,d
e,c
d,f
o,i
h,a
n,i
j,n
f,o
f,d
b,i
o,o
c,c
k,c
h,n
e,o
a,c
g,a
a,n
k,h
e,o
k,g
o,a
c,d
i,a
e,m
j,o
f,i
m,f
n,a
l,k
g,e
i,o
j,j
c,n
n,f
i,o
h,f
n,f
o,g
o,h
h,o
l,k
f,b
j,j
k,o
m,k
n,l
e,m
o,m
i,m
j,g
o,c
j,h
c,h
n,f
b,k
f,l
f,m
f,f
d,e
o,h
n,j
g,a
h,m
k,l
j,e
b,e
c,i
c,m
j,f
o,f
g,a
i,l
d,d
j,m
i,b
e,o
c,g
f,c
j,o
m,m
l,d
c,c
k,c
b,g
f,n
g,c
e,e
f,b
a,c
a,i
g,n
m,m
l,h
a,e
o,g
i,l
f,d
g,f
j,g
b,f
i,m
a,f
d,o
k,a
l,h
n,d
b,f
m,m
f,j
e,g
o,b
o,c
o,d
o,j
i,a
i,g
j,g
h,a
b,f
b,d
j,g
f,a
d,m
o,h
d,i
n,l
l,i
b,f
g,j
k,o
l,k
f,c
l,k
d,a
m,c
o,j
a,l
i,i
l,l
b,i
n,m
k,c
d,f
b,o
g,e
a,l
h,j
j,m
h,f
m,b
d,l
m,k
l,k
j,b
o,e
m,f
f,k
j,f
g,f
c,c
a,m
j,g
c,a
g,d
c,n
h,k
b,g
a,h
f,e
g,f
h,d
e,c
g,b
c,l
j,m
j,l
k,o
c,d
g,g
i,k
c,e
h,h
a,a
l,g
m,g
i,m
e,l
e,l
o,e
k,o
k,e
i,e
g,e
g,n
j,n
e,n
m,h
b,h
g,e
m,n
e,h
j,c
a,h
j,m
n,j
d,a
i,j
k,o
o,d
f,c
i,l
e,a
h,n
f,o
k,h
h,o
k,g
d,o
e,o
i,f
g,k
l,i
e,c
h,m
m,h
m,l
l,n
a,o
n,k
b,o
j,f
n,c
f,f
e,f
n,j
k,f
l,a
m,d
b,c
f,m
g,o
f,g
c,a
a,f
g,e
b,c
f,a
c,f
n,f
h,c
f,j
b,j
n,o
j,d
j,l
o,f
b,i
g,h
b,k
m,j
c,f
o,b
l,f
d,k
e,g
d,b
c,f
a,c
m,g
j,c
d,b
a,b
h,a
f,h
m,c
h,d
j,i
e,h
i,m
f,n
g,b
g,f
c,n
l,e
j,g
j,b
c,b
b,a
d,h
k,e
m,b
n,n
g,f
h,n
n,j
a,a
m,g
i,n
m,c
i,o
e,h
b,i
c,g
n,f
b,o
n,c
o,a
h,j
b,g
b,j
g,g
d,e
o,c
e,l
b,i
a,c
g,c
c,m
d,o
c,n
g,i
o,i
k,l
o,k
n,i
g,f
n,i
o,d
h,e
i,f
c,n
n,i
i,b
k,o
j,d
g,f
d,n
m,h
l,j
j,d
i,e
d,b
i,n
n,e
a,g
n,j
d,d
n,h
d,i
a,d
i,h
k,j
g,i
a,c
f,l
l,c
d,g
e,j
b,e
f,m
e,b
i,k
o,l
l,a
f,e
n,k
d,a
g,l
o,a
k,n
h,g
j,e
e,n
a,e
b,e
n,k
o,n
c,e
e,l
c,e
h,i
d,e
m,d
j,e
n,j
e,c
j,o
f,m
k,b
c,f
i,d
f,k
l,n
d,n
k,g
i,e
e,h
l,e
h,e
o,a
c,m
j,f
n,b
n,c
n,i
d,g
b,n
c,e
b,k
j,n
g,h
g,l
a,c
n,i
a,f
c,c
d,f
o,l
i,c
o,h
c,c
a,h
e,h
k,a
c,o
d,f
c,m
g,h
l,k
l,i
e,l
b,k
k,o
h,d
h,m
f,g
n,j
h,f
n,g
g,j
j,o
l,j
j,o
i,b
j,g
b,k
h,b
n,d
g,e
l,d
i,d
d,d
c,a
g,c
e,o
d,m
o,n
e,l
d,c
j,m
o,j
l,c
d,n
h,b
m,h
i,m
n,f
n,f
e,n
o,d
k,o
a,i
g,h
j,f
n,g
b,a
c,i
e,f
o,g
g,c
a,j
i,b
h,a
b,b
i,h
j,i
g,c
e,i
o,o
f,f
e,c
n,k
e,m
d,m
a,g
m,d
l,e
a,j
e,j
i,e
c,o
l,e
a,k
n,m
o,f
e,g
d,k
c,m
m,e
b,a
g,o
e,e
f,k
f,n
n,f
b,b
j,d
g,d
h,o
a,m
g,j
n,i
k,c
m,e
g,k
a,e
f,l
l,a
j,b
l,a
d,d
f,n
m,m
c,h
k,a
o,a
o,f
i,n
g,k
h,i
i,i
a,g
g,l
n,e
l,h
m,j
e,n
e,d
h,n
h,m
g,n
l,k
l,m
a,o
o,k
g,a
l,n
d,i
k,j
i,n
d,o
l,e
a,k
d,n
l,j
k,o
b,n
f,b
j,n
j,g
b,h
o,k
l,n
m,a
k,o
o,f
b,c
b,n
j,g
l,l
e,n
l,o
l,h
i,h
e,i
i,a
g,b
i,h
g,a
j,c
g,a
b,f
m,i
k,n
h,m
m,h
b,m
l,f
e,c
c,e
g,g
a,k
k,a
i,e
o,n
m,m
f,j
j,f
f,a
a,f
m,c
j,c
i,g
f,j
d,b
k,h
h,c
k,h
k,n
c,o
e,c
i,o
g,c
e,j
l,k
j,a
j,j
d,f
h,b
i,i
l,c
l,i
b,b
d,f
l,e
c,m
o,b
e,k
k,d
f,j
a,k
f,a
o,a
n,m
e,e
a,l
d,n
k,j
l,b
n,e
m,i
f,a
f,g
f,e
k,c
j,c
c,i
i,h
m,l
i,b
h,j
n,e
m,b
k,b
c,b
d,c
i,c
b,l
e,m
c,l
b,n
d,l
i,k
e,k
j,e
f,b
k,c
f,g
k,b
a,i
g,g
b,b
k,o
c,k
d,o
i,a
j,e
o,k
f,h
h,c
e,j
l,m
a,b
k,g
f,j
i,c
j,l
o,f
b,m
a,d
b,c
o,a
k,o
d,g
j,k
i,a
k,k
j,b
m,n
o,i
m,g
e,l
m,h
f,i
f,l
d,a
a,a
l,i
a,a
j,n
k,h
k,m
l,c
o,f
j,o
k,f
c,c
k,e
o,g
o,f
m,b
i,d
o,j
b,c
o,b
m,k
n,g
b,a
k,i
b,c
h,c
a,h
d,k
l,i
n,d
j,i
i,f
g,i
a,e
e,h
f,a
m,n
n,e
l,m
n,f
c,g
k,h
f,d
f,m
o,d
g,f
m,i
o,c
g,c
c,b
n,a
m,m
c,a
e,m
l,a
g,f
g,h
o,j
i,f
m,h
c,h
b,m
i,f
f,a
b,c
d,o
o,g
d,a
k,g
e,i
i,n
a,d
m,g
k,j
l,e
h,j
o,o
e,e
g,g
m,l
a,e
h,g
b,c
k,m
h,k
c,b
l,m
g,h
h,b
e,a
c,h
f,e
j,n
m,b
e,h
f,e
d,f
m,h
m,o
o,i
o,d
d,m
c,l
b,n
c,i
e,f
e,e
n,f
f,i
i,o
j,c
c,g
f,d
i,d
m,n
k,a
d,e
n,l
o,h
l,c
c,b
h,e
d,o
k,h
a,n
a,c
o,k
m,j
g,i
o,f
f,j
o,c
o,k
b,h
l,n
a,j
i,n
h,o
k,e
l,i
a,o
g,a
d,h
d,m
g,l
j,f
n,l
m,n
o,b
m,o
l,f
h,c
k,c
m,e
m,c
i,d
j,h
g,i
l,h
f,c
o,j
n,i
k,j
l,m
l,a
o,c
l,k
g,c
k,f
d,m
e,h
n,c
f,i
i,c
k,a
n,g
i,k
e,c
n,n
g,j
m,h
c,h
h,n
j,a
l,n
e,l
m,i
b,b
i,f
m,e
m,n
j,d
b,d
h,f
e,o
h,l
c,f
m,l
b,a
g,j
k,c
c,n
i,n
j,l
a,m
m,b
j,a
j,k
l,n
d,l
l,k
b,b
i,c
d,f
d,b
o,h
l,g
j,c
m,d
h,f
c,f
l,c
n,a
e,h
b,g
d,a
m,a
d,n
j,f
f,d
l,n
n,g
m,h
f,h
o,m
c,h
k,k
k,m
e,d
a,b
j,h
h,g
e,l
e,k
c,n
b,f
i,g
g,b
g,h
n,i
i,f
b,d
h,m
m,e
a,j
j,n
g,c
i,c
o,g
h,k
m,o
j,g
f,i
i,a
j,h
b,o
k,k
k,m
o,m
k,j
b,a
b,j
k,h
d,k
o,m
l,i
j,d
a,a
c,b
o,f
d,o
o,d
b,j
m,i
l,l
a,c
d,j
j,o
i,o
o,c
a,m
o,g
m,a
i,b
d,h
m,m
f,m
j,g
h,f
o,e
c,c
m,c
l,h
d,i
j,j
f,g
k,i
b,e
n,j
i,l
i,m
l,a
c,k
k,f
g,e
d,l
h,d
d,i
c,c
d,c
i,g
h,f
i,j
a,a
b,o
i,n
e,n
b,c
n,i
l,g
j,l
j,k
m,c
h,f
l,o
k,e
l,c
h,i
i,o
g,m
j,n
l,c
c,e
i,k
e,a
j,m
c,h
f,n
h,d
j,c
n,b
g,f
g,k
m,e
j,i
b,n
a,i
d,k
b,l
d,k
d,a
a,a
a,h
c,g
e,n
m,i
m,b
g,l
l,n
l,b
g,i
m,h
c,j
i,o
d,l
l,k
c,l
i,g
m,o
i,b
o,a
b,n
k,m
d,d
b,n
j,a
c,k
d,i
a,i
c,l
e,b
a,e
c,g
m,e
d,m
c,n
o,m
n,e
n,d
n,b
n,n
e,d
c,l
c,e
k,b
b,n
m,a
h,l
l,g
l,b
e,k
n,e
e,d
e,b
n,e
d,g
i,m
a,n
g,g
o,n
j,h
l,e
b,d
f,e
d,i
i,b
b,n
d,e
c,o
n,k
g,i
e,l
a,j
d,n
m,d
h,f
b,o
e,k
a,d
d,d
g,g
o,i
c,f
o,n
i,g
m,h
o,m
n,c
b,e
f,i
n,l
b,m
c,l
l,e
m,f
l,d
m,k
l,l
a,b
o,b
g,i
o,g
o,d
o,g
m,c
l,m
e,o
b,h
c,c
e,g
c,i
h,g
j,n
n,m
a,o
l,c
a,k
g,f
n,o
l,j
h,o
f,h
o,f
g,b
c,m
j,h
a,d
i,j
e,h
b,i
e,f
k,n
m,i
k,m
b,m
i,c
g,e
o,g
f,k
h,g
a,e
h,k
n,a
d,o
d,d
j,a
a,e
a,h
c,o
a,n
m,e
h,l
g,d
f,f
k,i
o,b
e,n
j,j
n,c
j,f
j,j
i,n
n,a
f,l
h,e
m,e
k,g
f,n
c,m
a,h
j,e
a,m
e,d
g,d
f,i
d,h
l,k
e,h
f,m
d,c
d,m
d,m
e,m
m,o
h,d
c,m
o,m
a,d
b,k
o,b
o,d
h,n
e,l
c,b
j,j
f,g
h,j
f,j
i,m
h,m
d,g
d,h
o,a
b,k
c,d
d,c
c,k
d,b
e,h
h,e
g,o
a,g
g,l
f,c
l,m
k,i
j,o
d,b
b,n
a,g
d,a
l,b
g,k
k,e
g,c
g,b
b,a
h,o
f,a
m,c
b,o
c,n
j,b
i,g
o,m
j,f
a,d
m,d
k,l
i,h
k,f
o,n
o,n
n,i
m,f
h,c
n,g
o,g
f,n
n,c
g,j
o,a
i,n
f,i
b,g
g,e
d,h
i,e
k,c
k,o
h,f
f,n
b,l
m,a
i,b
k,e
k,a
l,o
n,h
g,c
l,o
a,i
b,c
a,j
b,j
c,o
n,b
d,d
m,c
g,d
c,d
d,k
h,k
e,d
l,o
i,g
e,h
j,f
k,l
d,o
d,h
c,i
k,f
b,d
n,b
n,e
o,m
l,n
n,b
f,e
c,a
i,k
a,m
l,n
o,a
c,n
e,m
i,j
l,g
h,b
e,a
b,l
l,f
c,m
m,k
j,k
b,o
i,a
c,e
d,l
n,n
i,l
k,i
l,d
e,c
j,f
m,a
c,i
d,m
k,i
g,f
h,h
d,m
m,k
a,j
n,k
m,e
j,b
o,n
e,m
j,b
j,m
o,b
i,h
o,g
g,m
c,k
g,h
d,g
n,e
f,j
f,m
b,l
c,o
m,g
o,b
d,n
b,n
h,e
a,e
c,d
k,l
a,b
b,d
c,b
c,h
i,o
d,j
c,l
e,h
o,b
c,n
l,m
o,c
j,m
e,i
h,f
d,m
j,l
m,a
i,h
d,e
n,d
m,m
l,f
l,g
f,d
g,k
g,e
j,n
b,a
h,d
n,h
a,i
h,d
l,a
a,n
i,l
a,g
j,c
c,b
k,n
j,b
l,b
e,e
m,h
g,j
h,c
k,e
k,j
l,e
k,n
i,e
j,a
f,e
f,i
b,a
g,g
i,k
j,k
e,h
m,o
o,m
m,d
a,e
i,a
o,i
i,o
e,c
i,j
m,o
m,f
i,a
o,m
c,i
l,g
e,n
i,e
d,l
h,k
h,n
d,e
b,k
e,e
j,a
i,m
d,e
j,j
l,c
h,j
g,a
o,e
c,l
j,h
d,j
n,d
e,j
b,o
m,a
m,d
k,b
k,f
g,k
e,j
a,d
d,i
f,h
i,i
h,h
b,a
i,h
m,b
i,a
i,g
h,d
e,h
o,i
m,i
b,f
f,b
j,k
n,m
c,k
o,g
h,e
a,a
o,d
o,j
k,o
k,m
c,f
c,b
a,j
f,i
f,h
o,h
b,n
e,d
k,m
b,c
o,m
l,k
k,n
a,l
j,k
m,j
n,d
j,m
k,i
j,k
i,l
f,h
l,n
f,d
a,l
i,l
a,o
g,a
k,h
f,g
k,o
a,c
f,g
d,b
m,l
a,j
b,k
g,b
i,l
d,g
d,n
g,n
n,h
m,k
m,c
m,g
h,h
c,h
k,j
i,i
n,o
k,e
c,f
k,l
g,o
e,n
h,f
e,o
k,h
b,m
c,b
b,b
e,o
e,l
j,g
e,g
o,c
g,n
n,j
n,g
d,m
m,c
l,j
n,j
k,g
f,f
f,d
d,c
l,i
m,j
d,a
n,k
k,a
i,d
b,c
a,b
i,i
c,o
k,j
a,c
g,a
i,b
h,g
f,f
g,a
i,f
m,g
b,h
i,g
g,l
f,h
f,i
c,f
i,h
g,e
k,a
m,c
j,k
o,l
n,o
g,o
a,h
j,b
a,b
d,l
n,c
e,i
f,h
b,f
n,i
a,d
l,l
g,d
h,j
m,o
b,n
k,l
d,l
e,b
b,g
i,m
c,b
a,k
i,i
b,d
n,h
m,l
c,k
l,g
a,c
o,e
o,a
l,g
c,d
j,h
a,f
b,j
f,n
i,j
b,k
i,j
b,i
m,g
i,i
d,e
f,k
n,n
c,e
e,d
j,l
a,o
a,n
i,d
e,n
g,k
g,h
m,l
d,k
m,n
l,o
b,k
k,m
d,b
f,c
g,e
n,n
h,i
b,h
l,i
e,e
e,e
n,o
i,f
i,f
g,a
o,a
c,b
j,m
e,o
d,a
o,k
n,h
a,b
o,c
f,o
c,k
n,i
l,h
d,k
f,i
k,e
i,c
i,k
e,e
m,d
i,l
g,f
b,h
j,b
b,k
m,f
d,j
k,i
l,i
i,g
j,g
b,k
f,h
h,m
l,h
e,g
f,k
j,f
j,g
h,o
e,b
c,a
n,h
a,c
b,d
n,n
j,m
f,l
i,e
c,b
l,l
e,h
f,f
b,c
g,h
a,d
n,g
o,e
h,g
n,k
f,a
l,c
b,f
c,f
i,e
o,f
a,o
m,j
o,i
d,m
o,c
b,h
h,m
e,n
j,c
h,b
k,b
l,f
b,c
a,e
k,b
d,c
n,d
h,f
k,d
n,j
m,b
j,k
j,d
f,f
n,l
b,l
a,b
b,m
g,c
l,g
d,f
a,i
i,a
f,c
g,n
o,g
f,e
c,m
a,e
g,n
n,c
m,a
j,l
c,a
o,j
f,k
e,i
c,g
c,n
n,o
l,i
j,h
o,a
n,n
l,f
h,c
b,d
m,e
i,g
j,d
e,h
g,l
i,a
e,m
i,f
m,a
j,e
h,e
d,b
f,m
k,k
h,d
j,m
j,l
k,e
b,e
i,g
d,c
m,e
n,l
h,o
c,m
l,b
o,c
i,e
i,m
l,e
e,k
i,d
h,m
c,n
g,o
o,f
l,f
d,n
a,f
m,o
k,g
k,m
k,i
n,k
d,g
c,c
d,c
f,o
b,j
d,m
m,m
b,b
e,n
o,c
a,l
d,d
n,g
c,e
c,o
o,f
g,m
j,h
j,e
n,n
e,i
l,m
f,d
l,a
m,m
m,l
k,k
a,l
h,j
b,c
b,b
m,g
c,a
e,i
j,i
l,a
f,h
h,k
f,i
m,k
c,f
a,i
c,l
b,n
f,e
k,o
e,h
n,m
m,e
j,h
i,h
h,j
h,h
m,l
g,c
o,f
a,k
g,e
i,c
j,g
j,n
n,m
f,o
c,g
n,a
b,f
d,c
e,g
i,e
l,i
g,c
h,j
g,e
a,f
d,l
o,d
m,o
g,k
f,i
e,f
n,m
n,g
j,k
a,k
m,f
c,d
e,l
e,d
c,o
b,i
o,e
n,d
i,i
o,g
j,b
a,l
i,n
k,e
g,c
b,i
c,n
h,b
a,d
a,n
c,k
d,h
f,f
b,f
o,h
c,j
f,n
e,k
c,o
k,m
g,a
d,g
m,e
j,e
j,l
k,m
d,l
a,l
i,h
b,l
b,k
n,f
m,m
j,h
l,f
o,l
l,h
e,a
e,d
o,b
j,a
a,i
d,m
n,j
n,f
b,m
h,a
k,j
f,c
f,i
n,j
i,c
m,h
b,h
b,h
g,a
a,b
b,j
a,g
b,d
b,m
e,k
a,h
b,k
j,a
m,k
i,d
f,k
j,b
k,d
e,f
d,j
n,m
l,b
j,b
a,l
c,o
a,b
e,j
i,e
o,n
o,i
l,a
m,l
j,f
i,n
d,j
m,m
b,b
h,g
b,c
n,o
d,d
a,b
j,e
m,k
i,k
o,n
g,b
j,f
j,o
k,d
i,b
e,d
e,o
a,b
d,g
c,o
h,e
b,b
h,o
a,c
b,c
o,b
j,n
c,c
b,k
h,m
b,m
c,a
j,o
k,o
c,g
l,i
c,j
o,k
h,a
k,i
m,j
k,m
d,b
a,b
h,m
a,o
n,m
c,m
h,b
e,c
d,o
m,i
m,k
j,m
k,h
k,h
o,a
a,g
c,k
o,i
m,e
n,g
m,g
c,j
h,a
c,g
n,i
h,l
l,g
a,g
k,e
f,d
m,o
h,b
i,f
g,c
c,a
c,h
h,h
a,d
i,e
e,n
d,e
m,m
h,o
a,c
d,f
m,f
g,d
i,j
j,h
g,g
e,d
e,e
n,d
f,m
a,l
j,c
c,c
c,j
i,f
o,h
b,c
i,c
l,o
f,l
g,e
e,d
i,l
m,n
c,c
a,b
g,k
b,k
a,j
n,e
i,l
o,h
n,f
g,i
i,o
k,o
b,f
g,i
i,a
f,i
f,l
d,f
c,i
f,h
f,e
f,g
b,j
f,d
m,i
d,c
f,a
n,c
j,c
n,m
d,a
a,f
f,c
i,n
o,a
k,e
o,h
o,f
c,j
f,a
h,o
g,k
j,j
j,h
f,l
h,m
g,i
b,k
h,c
j,k
o,i
g,k
b,l
d,a
b,i
d,a
f,g
b,b
m,c
d,i
a,f
f,e
f,o
e,c
d,b
k,n
l,e
c,h
h,h
n,m
d,n
o,k
f,n
j,a
d,i
n,k
g,k
j,a
n,n
b,k
d,o
d,b
e,c
b,m
h,o
d,c
g,f
o,c
f,b
j,b
e,l
e,h
h,g
m,o
h,a
g,l
f,c
i,j
l,k
i,b
b,e
c,h
f,b
k,f
d,m
l,m
c,b
e,m
h,c
k,b
l,n
n,b
j,l
o,g
e,k
h,h
b,l
l,i
b,m
f,d
o,o
o,o
o,a
k,e
l,h
d,b
d,f
c,g
g,h
a,m
j,m
a,d
j,h
k,m
c,l
m,j
l,o
b,k
b,i
j,j
f,a
m,h
e,g
f,o
b,b
m,k
i,g
n,f
k,b
h,i
c,g
k,f
k,e
b,e
k,k
f,o
d,j
e,k
f,f
n,e
j,l
h,h
o,h
j,f
h,a
b,k
k,i
i,o
b,a
e,l
e,c
m,l
i,o
l,f
j,d
i,m
b,h
a,j
k,f
l,k
c,f
h,a
a,g
g,d
o,l
i,e
l,n
c,o
h,j
n,l
j,o
i,l
a,b
i,h
l,g
g,g
m,c
i,k
a,n
o,m
n,b
k,g
d,n
b,j
i,j
g,j
m,o
d,l
k,m
k,j
